"","quality","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","alcohol","pH","calidad_BM"
"420",5,6.8,0.8,0,1.8,9.9,3.6,"1"
"421",7,9.5,0.6,0.3,2.4,11.8,3.3,"1"
"422",7,6.6,0.8,0,2.3,12.3,3.5,"1"
"423",5,7.7,0.506631648063034,0.2,2,10.9,3.4,"1"
"424",7,10.5,0.2,0.5,2.1,11,3.1,"1"
"425",5,7.7,0.506631648063034,0.2,2,10.9,3.4,"1"
"426",7,6.6,0.8,0,2.3,12.3,3.5,"1"
"427",6,6.4,0.7,0.1,2.1,11.4,3.5,"1"
"428",6,9.5,0.8,0.2,1.9,10.6,3.3,"1"
"429",5,9.1,0.5,0.3,1.3,9.3,3.2,"1"
"430",6,8.08862590401052,0.8,0.6,2.4,10.4,3.1,"1"
"431",7,10.5,0.2,0.5,2.1,11,3.1,"1"
"432",5,7.8,0.6,0.3,2.2,9.2,3.2,"1"
"433",6,8.08862590401052,0.4,0.7,2.3,12.8,3,"1"
"434",5,8.08862590401052,0.4,0.6,2.3,9.5,3.2,"1"
"435",6,10.4,0.4,0.6,2.13642908567315,9.9,3.1,"1"
"436",5,8.08862590401052,0.4,0.6,2.3,9.5,3.2,"1"
"437",6,8,0.7,0.3,2,10.2,3.3,"1"
"438",6,11.1,0.4,0.7,2.13642908567315,11.2,3.2,"1"
"439",6,10.4,0.4,0.6,2.13642908567315,9.9,3.1,"1"
"440",5,7,0.6,0.2,1.5,9.3,3.1,"1"
"441",8,8.08862590401052,0.3,0.7,2.2,9.8,3.30847896440129,"1"
"442",6,8.08862590401052,0.4,0.7,2.1,11.3,3.1,"1"
"443",7,8.08862590401052,0.7,0.8,2.13642908567315,11.2,3,"1"
"444",7,10,0.4,0.5,2.7,11.6,3.2,"1"
"445",7,5.3,0.6,0,1.7,12.5,3.6,"1"
"446",6,9.5,0.7,0.1,2.1,10.1,3.2,"1"
"447",5,8.08862590401052,0.4,0.6,2.6,10.5,3.1,"1"
"448",5,9.3,0.5,0.3,2.1,11.2,3.2,"1"
"449",6,8.6,0.5,0.2,2,10.2,3.2,"1"
"450",6,8.08862590401052,0.4,0.7,2.8,10.8,3.1,"1"
"451",6,8.08862590401052,0.4,0.7,2.8,10.8,3.1,"1"
"452",6,8.4,0.4,0.5,1.8,9.1,3.1,"1"
"453",6,6.8,0.6,0,1.7,10,3.4,"1"
"454",7,10.4,0.3,0.6,2.8,11.2,3.3,"1"
"455",5,7,0.2,0.4,1.6,11.1,3.5,"1"
"456",8,11.3,0.6,0.7,2.13642908567315,10.3794676806084,3.2,"1"
"457",5,8.9,0.6,0.4,2.3,10.3,3.4,"1"
"458",5,9.2,0.6,0.2,2.7,9.6,3.3,"1"
"459",7,10.4,0.3,0.6,2.8,11.2,3.3,"1"
"460",3,11.6,0.6,0.7,2.2,9,3.2,"0"
"461",6,9.2,0.4,0.5,2.3,11.3,3.4,"1"
"462",5,8.3,0.6,0.2,2.6,9.3,3.3,"1"
"463",5,11,0.3,0.7,2.5,11.8,3.2,"1"
"464",5,8.1,0.7,0.7,2.2,9,3.1,"1"
"465",6,11.5,0.3,0.5,2.1,9.2,3,"1"
"466",5,10,0.3,0.4,2.9,9.7,3.5,"1"
"467",6,10.3,0.5,0.4,2,11.5,3.2,"1"
"468",6,8.8,0.5,0.4,2.6,10.3794676806084,3.3,"1"
"469",6,11.4,0.4,0.7,2.1,9.2,3.2,"1"
"470",5,8.7,0.8,0,1.2,9.8,3.2,"1"
"471",5,8.08862590401052,0.3,0.7,2.6,10.6,3,"1"
"472",6,9.6,0.5,0.4,2.4,11.4,3.2,"1"
"473",6,8.08862590401052,0.4,0.6,2.6,10.4,3.1,"1"
"474",5,9.9,0.3,0.6,2.1,10.6,3.3,"1"
"475",6,10.5,0.3,0.5,1.7,9.4,3.2,"1"
"476",5,9.6,0.7,0.2,2.2,10.2,3.1,"1"
"477",5,9.3,0.3,0.4,2,9.7,3.3,"1"
"478",6,10.4,0.2,0.5,1.8,11,3.2,"1"
"479",5,9.6,0.7,0.2,2.2,10.2,3.1,"1"
"480",6,9.4,0.7,0.1,2.7,10.1,3.2,"1"
"481",5,10.6,0.3,0.4,2.13642908567315,9.2,3.1,"1"
"482",8,9.4,0.3,0.6,2.8,11.7,3.1,"1"
"483",5,10.6,0.4,0.6,2.2,9.4,3,"1"
"484",5,10.6,0.4,0.6,2.2,9.4,3,"1"
"485",6,10.6,0.4,0.7,2.13642908567315,10.3794676806084,3.1,"1"
"486",5,10.2,0.7,0.4,1.9,10,3.2,"1"
"487",5,10.2,0.7,0.4,1.9,10,3.2,"1"
"488",6,10.2,0.6,0.4,1.8,10,3.2,"1"
"489",7,11.6,0.3,0.6,2.8,10.8,3.3,"1"
"490",6,9.3,0.4,0.4,2.6,10.2,3.3,"1"
"491",6,9.3,0.8,0.3,2.8,10.6,3.3,"1"
"492",7,9.2,0.4,0.5,2.5,10.3794676806084,3.3,"1"
"493",7,8.9,0.4,0.5,2.6,10.3794676806084,3.3,"1"
"494",6,8.7,0.7,0.3,3,11.6,3.5,"1"
"495",6,6.5,0.4,0.2,2.13642908567315,12.1,3.4,"1"
"496",8,10.7,0.3,0.5,2.6,11,3.1,"1"
"497",6,7.8,0.5,0.2,1.9,9,3.4,"1"
"498",5,7.2,0.3,0.3,2.5,11.1,3.3,"1"
"499",8,10.7,0.3,0.5,2.6,11,3.1,"1"
"500",6,8.7,0.7,0.3,3,11.6,3.5,"1"
"501",6,7.8,0.5,0.2,1.9,9,3.4,"1"
"502",7,10.4,0.4,0.7,2.13642908567315,12,3.2,"1"
"503",7,10.4,0.4,0.7,2.13642908567315,12,3.2,"1"
"504",7,10.5,0.3,0.5,1.9,10.9,3.2,"1"
"505",7,10.5,0.2,0.4,1.8,10.8,3.2,"1"
"506",7,10.2,0.5,0.6,2.9,12.5,3.2,"1"
"507",7,10.4,0.2,0.5,1.8,10.8,3.2,"1"
"508",6,11.2,0.7,0.6,2.3,9.5,3.2,"1"
"509",6,10,0.6,0.3,2.2,10.2,3.2,"1"
"510",7,8.08862590401052,0.3,0.8,2.8,11.4,3,"1"
"511",5,8.08862590401052,0.4,0.5,2.13642908567315,9.5,3,"1"
"512",6,10,0.6,0.3,2.2,10.2,3.2,"1"
"513",6,10.7,0.4,0.5,2.1,9.7,3,"1"
"514",7,10.5,0.5,0.6,2.4,11.8,3.1,"1"
"515",7,10.5,0.5,0.6,2.4,11.8,3.1,"1"
"516",5,8.5,0.7,0.5,2.13642908567315,9.3,3.3,"1"
"517",6,8.08862590401052,0.6,0.5,2.13642908567315,11.9,3.2,"1"
"518",3,10.4,0.6,0.5,2.1,8.4,3.2,"0"
"519",6,10.9,0.2,0.5,2.8,11.7,3.2,"1"
"520",5,7.3,0.4,0.5,2.5,11,3.4,"1"
"521",6,9.8,0.2,0.5,2.7,10,3.4,"1"
"522",5,7.6,0.4,0.5,2,9.1,3.5,"1"
"523",5,8.2,0.4,0.5,2.3,9.8,3.4,"1"
"524",5,9.3,0.4,0.5,2.5,9.4,3.2,"1"
"525",5,9.2,0.4,0.5,2.4,9.5,3.2,"1"
"526",5,10.4,0.6,0.2,2.8,9.9,3.2,"1"
"527",5,7.3,0.4,0.5,2.5,11,3.4,"1"
"528",6,7,0.4,0.5,2.5,11.4,3.4,"1"
"529",6,8.2,0.4,0.5,2.6,8.7,3.3,"1"
"530",5,9.9,0.6,0.2,2.4,9.4,3.1,"1"
"531",6,9.1,0.2,0.2,2.1,10.3,3.4,"1"
"532",5,8.08862590401052,0.4,0.5,2.7,10.3,3.2,"1"
"533",5,8.08862590401052,0.4,0.5,2.7,10.3,3.2,"1"
"534",6,10.3,0.3,0.2,2.1,12.8,3.2,"1"
"535",6,10,0.5,0.2,2.7,10,3.3,"1"
"536",6,9.1,0.2,0.2,2.1,10.3,3.4,"1"
"537",5,9.9,0.6,0.2,2.4,9.4,3.1,"1"
"538",6,8.1,0.8,0.2,2.1,10.7,3.4,"1"
"539",7,8.08862590401052,0.3,0.5,2.13642908567315,12,3.2,"1"
"540",5,11.2,0.5,0.7,2.13642908567315,11.2,3.2,"1"
"541",5,9.2,0.6,0.2,2.13642908567315,9.6,3.3,"1"
"542",6,9.5,0.5,0.5,2.13642908567315,11,3.2,"1"
"543",5,9.3,0.7,0.2,2.1,9.9,3.1,"1"
"544",6,11.2,0.7,0.2,2.5,11,3.1,"1"
"545",6,8.08862590401052,0.3,0.7,1.8,8.4,3.30847896440129,"1"
"546",5,9.1,0.5,0.5,2.6,9.1,3.1,"1"
"547",6,7.5,0.6,0.2,2,9.5,3.5,"1"
"548",6,10.6,0.3,0.5,2.5,10.7,3.3,"1"
"549",6,8.08862590401052,0.3,0.5,2.6,10.4,3.1,"1"
"550",6,9,0.5,0.5,1.9,9.4,3.3,"1"
"551",6,6.8,0.5,0,2.1,9.5,3.3,"1"
"552",6,9.4,0.4,0.2,2.8,10,3.2,"1"
"553",6,9.5,0.5,0.2,2.7,10,3.1,"1"
"554",5,5,0.506631648063034,0.2,1.6,11.5,3.30847896440129,"1"
"555",5,8.08862590401052,0.6,0.5,2.13642908567315,11.1,3.30847896440129,"1"
"556",5,8.08862590401052,0.6,0.5,2.13642908567315,11.1,3.30847896440129,"1"
"557",6,10.9,0.5,0.5,2.13642908567315,11.7,3.1,"1"
"558",5,8.08862590401052,0.6,0.5,2.13642908567315,11.1,3.30847896440129,"1"
"559",6,10.9,0.5,0.5,2.13642908567315,11.7,3.1,"1"
"560",6,8.08862590401052,0.5,0.5,2.13642908567315,12.7,3.3,"1"
"561",5,8.08862590401052,0.6,0.5,2.8,11.4,3.1,"1"
"562",5,9,0.4,0.5,2.4,9.2,3.2,"1"
"563",5,9,0.5,0.5,2.9,9.2,3.1,"1"
"564",6,7.6,0.3,0.5,2.7,10.1,3.3,"1"
"565",6,8.08862590401052,0.5,0.5,2.13642908567315,12.7,3.3,"1"
"566",5,8.08862590401052,0.6,0.5,2.8,11.4,3.1,"1"
"567",6,8.7,0.7,0.2,2.5,9,3.3,"1"
"568",6,8.7,0.7,0.2,2.5,9,3.3,"1"
"569",6,9.8,0.5,0.5,2.6,10.7,3.3,"1"
"570",6,6.2,0.4,0.2,2.2,11.7,3.6,"1"
"571",6,11.5,0.3,0.5,2.13642908567315,11,3.3,"1"
"572",6,6.2,0.4,0.2,2.2,11.7,3.6,"1"
"573",5,10.2,0.2,0.5,2.4,10.4,3.1,"1"
"574",4,10.5,0.6,0.5,2.1,9.6,3.3,"0"
"575",6,10.6,0.3,0.5,2.13642908567315,10,3.2,"1"
"576",6,8.08862590401052,0.3,0.5,3.1,10.2,3.2,"1"
"577",4,9.9,0.5,0.2,2.3,10,3.3,"0"
"578",5,8.8,0.4,0.5,2.8,9.5,3.3,"1"
"579",5,8.8,0.5,0.5,2.9,9.8,3.3,"1"
"580",6,10.6,0.3,0.5,2.2,9.8,3.1,"1"
"581",5,8.08862590401052,0.5,0.5,2.2,9.6,3.2,"1"
"582",5,8.08862590401052,0.5,0.5,2.2,9.6,3.2,"1"
"583",5,11.7,0.5,0.5,2.2,9.2,3.2,"1"
"584",7,8.08862590401052,0.3,0.5,1.9,9.9,3,"1"
"585",7,11.8,0.3,0.5,2.13642908567315,10.7,3.3,"1"
"586",6,7.6,0.5,0.2,2.4,9.6,3.5,"1"
"587",7,11.1,0.3,0.5,2.7,10.6,3.1,"1"
"588",5,7.3,0.7,0.2,1.9,9.3,3.3,"1"
"589",8,5,0.4,0.2,2,10.3794676806084,3.30847896440129,"1"
"590",7,10.2,0.3,0.5,2.6,10.5,3,"1"
"591",5,9,0.4,0.5,2.6,9.7,3.4,"1"
"592",6,6.6,0.4,0.5,1.7,11.5,3.1,"1"
"593",5,9,0.4,0.5,2.6,9.7,3.4,"1"
"594",5,9.9,0.5,0.6,2.13642908567315,9,3.3,"1"
"595",5,7.9,0.7,0.2,2.6,9.5,3.4,"1"
"596",5,8.9,0.6,0.4,2.13642908567315,9.3,3.3,"1"
"597",6,8.08862590401052,0.4,0.5,2,9.3,3,"1"
"598",6,8.08862590401052,0.6,0.6,1.9,10,3.1,"1"
"599",6,8.5,0.6,0.2,2.1,9.8,3.2,"1"
"600",6,8.08862590401052,0.6,0.4,2.3,9.3,3,"1"
"601",4,8.2,0.506631648063034,0.3,2.1,10,3.3,"0"
"602",6,8.08862590401052,0.5,0.5,2.2,9,3.1,"1"
"603",5,7.7,0.8,0,2.6,9.3,3.3,"1"
"604",6,8.08862590401052,0.5,0.5,2.2,9,3.1,"1"
"605",6,8.3,0.6,0.1,2.9,9.1,3.2,"1"
"606",6,8.3,0.6,0.1,2.6,9.2,3.3,"1"
"607",7,9.4,0.4,0.5,2.13642908567315,12.2,3.3,"1"
"608",6,8.8,0.5,0.4,2.13642908567315,10.5,3.3,"1"
"609",6,10.1,0.7,0.4,2.13642908567315,10.4,3.3,"1"
"610",6,6.3,0.4,0.2,2.13642908567315,12.7,3.6,"1"
"611",5,8.8,0.2,0.5,2.5,9.2,3.4,"1"
"612",5,8.08862590401052,0.4,0.6,2.7,9.4,3,"1"
"613",6,7.5,0.6,0,2.4,10,3.3,"1"
"614",5,8.2,0.4,0.4,1.5,9.8,3.3,"1"
"615",6,9.2,0.8,0.2,2.2,10.2,3.30847896440129,"1"
"616",5,9.6,0.6,0.5,2.3,9.7,3.5,"1"
"617",5,9.6,0.6,0.5,2.3,9.7,3.5,"1"
"618",6,11.5,0.3,0.5,2.2,9.8,3,"1"
"619",5,11.4,0.5,0.5,2.7,10.2,3.1,"1"
"620",5,11.3,0.4,0.4,2.3,9.3,3.1,"1"
"621",5,8.3,0.5,0.2,2.13642908567315,9.4,3.3,"1"
"622",5,8.2,0.6,0.2,2.13642908567315,9.4,3.3,"1"
"623",5,10,0.6,0.2,1.9,9.5,3.1,"1"
"624",6,7.9,0.5,0.2,2.9,12.1,3.5,"1"
"625",5,6.8,0.7,0,2.13642908567315,10.2,3.5,"1"
"626",5,6.8,0.7,0,2.13642908567315,10.2,3.5,"1"
"627",5,8.8,0.6,0.3,2.2,9.1,3.4,"1"
"628",5,8.8,0.6,0.3,2.2,9.1,3.4,"1"
"629",6,8.7,0.5,0.3,2.5,9.3,3.3,"1"
"630",5,7.6,0.7,0.2,2.3,9.3,3.2,"1"
"631",6,8.7,0.5,0.3,2.5,9.3,3.3,"1"
"632",5,10.4,0.3,0.5,2.7,9.5,3.2,"1"
"633",6,7.6,0.4,0.1,3,10.5,3.3,"1"
"634",4,10.1,0.506631648063034,0.2,2.13642908567315,11.3,3.4,"0"
"635",5,7.9,0.3,0.2,1.9,9.5,3.3,"1"
"636",5,8.7,0.8,0,1.4,9.7,3.3,"1"
"637",5,9.6,0.506631648063034,0.3,2.4,9.4,3.2,"1"
"638",5,9.5,0.506631648063034,0.3,2.3,9.4,3.2,"1"
"639",7,7.7,0.506631648063034,0.1,2.2,10.2,3.4,"1"
"640",6,8.9,0.3,0.3,1.9,10.3,3.2,"1"
"641",5,9.9,0.5,0.4,2.3,9.4,3.4,"1"
"642",5,9.5,0.6,0.4,2.3,9.5,3.5,"1"
"643",5,9.9,0.5,0.4,2.3,9.4,3.4,"1"
"644",5,9.5,0.6,0.4,2.3,9.5,3.5,"1"
"645",5,9.9,0.5,0.4,2.3,9.4,3.4,"1"
"646",7,7.8,0.6,0.1,2.13642908567315,10.1,3.4,"1"
"647",5,7.3,0.7,0,2.13642908567315,10.1,3.4,"1"
"648",4,8.3,0.8,0,2.2,11,3.3,"0"
"649",7,8.7,0.5,0.3,2.8,11.2,3.3,"1"
"650",6,6.7,0.4,0.3,2.13642908567315,11.3,3.2,"1"
"651",5,10.7,0.4,0.4,2.2,9.6,3.30847896440129,"1"
"652",5,9.8,0.506631648063034,0.2,2.5,11.2,3.4,"1"
"653",5,8.08862590401052,0.4,0.7,2.13642908567315,10.3794676806084,3,"1"
"654",6,9.4,0.3,0.6,2.8,12,3.1,"1"
"655",5,8.6,0.5,0.5,2.4,9.5,3.1,"1"
"656",5,9.7,0.6,0.2,2.9,9.4,3.1,"1"
"657",5,10.7,0.4,0.4,2.2,9.6,3.30847896440129,"1"
"658",7,8.08862590401052,0.5,0.6,1.4,10.5,3.30847896440129,"1"
"659",6,7.2,0.5,0.1,1.4,9.6,3.3,"1"
"660",4,7.1,0.8,0,2.13642908567315,11,3.4,"0"
"661",6,7.2,0.5,0.1,1.4,9.6,3.3,"1"
"662",5,7.5,0.4,0.3,1.6,9,3.3,"1"
"663",6,7.2,0.6,0.1,1.6,9.6,3.4,"1"
"664",6,10.1,0.3,0.5,1.8,10.2,3,"1"
"665",5,8.08862590401052,0.4,0.5,2,10.2,3,"1"
"666",5,9.4,0.6,0.1,2,9.7,3.1,"1"
"667",6,8.3,0.5,0.4,1.8,9.5,3.2,"1"
"668",6,11.3,0.3,0.4,2,9.2,3.30847896440129,"1"
"669",5,10,0.7,0.4,2.3,11,3.1,"1"
"670",6,11.3,0.3,0.4,2,9.2,3.30847896440129,"1"
"671",5,6.9,0.4,0.2,2.5,10,3.3,"1"
"672",5,8.2,0.7,0.2,1.7,9.5,3.2,"1"
"673",5,9.8,0.506631648063034,0.3,2,9.5,3.1,"1"
"674",5,8.2,0.7,0.2,1.7,9.5,3.2,"1"
"675",6,10.8,0.4,0.4,2.2,9.3,3.1,"1"
"676",5,9.3,0.4,0.4,2.2,10.2,3.3,"1"
"677",6,10.8,0.4,0.4,2.2,9.3,3.1,"1"
"678",5,8.6,0.8,0.1,2.3,9.9,3.4,"1"
"679",5,8.3,0.8,0.1,2.6,10,3.5,"1"
"680",5,10.8,0.3,0.4,2.13642908567315,9.6,3.1,"1"
"681",5,8.08862590401052,0.4,0.6,1.9,9,3.1,"1"
"682",6,8,0.4,0.2,2.2,10.2,3.2,"1"
"683",5,8.5,0.5,0.3,2.2,9.8,3.3,"1"
"684",5,8.1,0.8,0.2,2.6,11.3,3.4,"1"
"685",5,9.8,0.506631648063034,0.3,2.3,9.4,3.2,"1"
"686",5,8.1,0.8,0.2,2.6,11.3,3.4,"1"
"687",5,7.1,0.7,0.2,1.8,9.1,3.4,"1"
"688",5,9.1,0.6,0.2,3.1,9.7,3.3,"1"
"689",5,7.7,0.7,0,1.6,9.4,3.4,"1"
"690",5,8.1,0.4,0.5,1.8,9.4,3.3,"1"
"691",3,7.4,0.506631648063034,0,2.13642908567315,10.7,3.6,"0"
"692",5,9.2,0.506631648063034,0.2,2.6,9.8,3.5,"1"
"693",5,8.6,0.5,0.5,2,9,3,"1"
"694",5,9,0.5,0.3,2.8,9.4,3.3,"1"
"695",5,9,0.5,0.3,2.7,9.4,3.3,"1"
"696",6,5.1,0.5,0,1.3,12.8,3.30847896440129,"1"
"697",6,7,0.7,0,2.1,9.5,3.5,"1"
"698",6,7,0.7,0,2.1,9.5,3.5,"1"
"699",5,9.4,0.6,0.3,2.13642908567315,9.7,3.3,"1"
"700",6,11.8,0.4,0.6,2.1,10.8,3.1,"1"
"701",6,10.6,0.506631648063034,0.4,2.9,10.1,3.1,"1"
"702",6,7,0.7,0,2.1,9.5,3.5,"1"
"703",6,7,0.6,0,2.1,9.4,3.5,"1"
"704",4,7.5,0.4,0.5,2.6,9.6,3.3,"0"
"705",4,9.1,0.8,0,1.6,9.7,3.3,"0"
"706",5,8.4,0.506631648063034,0.1,2.13642908567315,9.9,3.4,"1"
"707",5,7,0.8,0.1,2,10,3.4,"1"
"708",5,7.4,0.5,0.2,3,10.5,3.4,"1"
"709",6,7.8,0.5,0.1,2.5,11.6,3.3,"1"
"710",6,9.7,0.3,0.5,1.6,10,3.3,"1"
"711",5,10.6,0.506631648063034,0.4,2.8,10.1,3.1,"1"
"712",5,8.9,0.6,0.3,3,9.5,3.4,"1"
"713",5,8.7,0.7,0,2.13642908567315,9.4,3.4,"1"
"714",5,8,0.4,0.4,2.3,9.4,3.3,"1"
"715",5,9.9,0.7,0.3,2.6,9.8,3.3,"1"
"716",6,7.2,0.5,0.2,2.7,9.2,3.3,"1"
"717",5,8,0.4,0.4,2.3,9.4,3.3,"1"
"718",5,7.6,0.5,0.1,2.6,10,3.2,"1"
"719",5,8.4,0.6,0,2,9.6,3.2,"1"
"720",5,7.1,0.7,0,2.13642908567315,9.5,3.5,"1"
"721",5,8.4,0.6,0,2,9.6,3.2,"1"
"722",5,8.9,0.5,0.2,2.9,9.2,3.1,"1"
"723",5,7.6,0.4,0.1,2.7,10,3.2,"1"
"724",5,7.1,0.3,0.3,2.2,9.5,3.30847896440129,"1"
"725",4,7.5,0.506631648063034,0.1,3.1,11.2,3.5,"0"
"726",5,9,0.7,0.2,3,10.4,3.3,"1"
"727",6,8.1,0.7,0.1,2.8,11.1,3.4,"1"
"728",5,6.4,0.6,0,1.8,9.5,3.5,"1"
"729",5,6.4,0.6,0,1.8,9.5,3.5,"1"
"730",6,6.4,0.506631648063034,0,2.13642908567315,12.7,3.6,"1"
"731",5,9.5,0.6,0.7,2.3,9.6,3.2,"1"
"732",5,8.9,0.506631648063034,0.1,2.13642908567315,11.5,3.4,"1"
"733",5,7.3,0.8,0,2.1,9.6,3.4,"1"
"734",5,7,0.4,0.3,2.7,9.5,3.5,"1"
"735",5,7.7,0.6,0.2,2,9.3,3.5,"1"
"736",5,7.7,0.506631648063034,0.1,2.1,9.5,3.3,"1"
"737",5,7.7,0.506631648063034,0.1,2.1,9.5,3.3,"1"
"738",6,8.2,0.6,0,2.5,9.3,3.5,"1"
"739",5,9,0.5,0.2,2.8,9.2,3.1,"1"
"740",5,9,0.7,0,2.4,9.3,3.4,"1"
"741",6,8.3,0.8,0.3,2.13642908567315,11.5,3.5,"1"
"742",5,9.2,0.5,0.2,2.6,9.5,3.2,"1"
"743",5,6.5,0.6,0,1.9,9.2,3.5,"1"
"744",5,11.6,0.4,0.6,2.8,10,3.1,"1"
"745",5,11.1,0.4,0.5,2.7,9.5,3.1,"1"
"746",6,7.3,0.5,0.2,2.1,9.5,3.5,"1"
"747",6,8.2,0.3,0.4,2.5,9,3.3,"1"
"748",5,8.6,0.3,0.4,2.6,9.4,3.3,"1"
"749",6,7.2,0.5,0.2,2.1,9.6,3.5,"1"
"750",6,7.3,0.5,0.2,2.1,9.5,3.5,"1"
"751",5,8.3,0.7,0.1,2.9,9.5,3.3,"1"
"752",5,8.3,0.7,0.1,2.9,9.5,3.3,"1"
"753",5,7.6,0.5,0.1,2.5,9.4,3.4,"1"
"754",5,8.3,0.7,0.1,2.9,9.5,3.3,"1"
"755",6,7.8,0.5,0.7,1.7,9.1,3.1,"1"
"756",6,7.8,0.506631648063034,0.1,1.9,10.7,3.5,"1"
"757",6,6.3,0.506631648063034,0,2,11.2,3.6,"1"
"758",5,8.1,0.506631648063034,0,2.2,9.8,3.2,"1"
"759",5,8.1,0.506631648063034,0,2.2,9.8,3.2,"1"
"760",5,8.8,0.4,0.2,2.5,9.2,3.2,"1"
"761",5,9,0.6,0.2,2.8,9.7,3.2,"1"
"762",5,9.3,0.7,0.3,2,9.6,3.2,"1"
"763",6,8.8,0.7,0,1.7,10,3.3,"1"
"764",5,9.3,0.7,0.3,2,9.6,3.2,"1"
"765",6,9.1,0.7,0.1,2.8,9.5,3.3,"1"
"766",6,9.2,0.7,0.1,3,9.5,3.3,"1"
"767",5,8.8,0.6,0.2,2.9,9.4,3.1,"1"
"768",5,7.5,0.6,0.3,2.7,9.5,3.5,"1"
"769",6,7.1,0.6,0,2.3,9.7,3.5,"1"
"770",5,7.9,0.7,0,1.9,9.6,3.4,"1"
"771",6,7.1,0.6,0,2.3,9.7,3.5,"1"
"772",5,9.4,0.7,0.3,2.4,9.4,3.3,"1"
"773",5,9.5,0.6,0.3,2.3,9.4,3.3,"1"
"774",6,7.9,0.4,0.3,1.8,9.5,3.3,"1"
"775",6,7.9,0.4,0.3,1.8,9.5,3.3,"1"
"776",5,7.2,0.506631648063034,0,3,10,3.4,"1"
"777",6,6.9,0.8,0.2,2.4,10.3,3.4,"1"
"778",6,6.9,0.6,0.2,2.4,10.3,3.4,"1"
"779",5,8.3,0.4,0.3,2.13642908567315,10.5,3.4,"1"
"780",5,7.1,0.5,0,2.6,9.8,3.5,"1"
"781",6,7,0.6,0,2,9.4,3.3,"1"
"782",5,6.5,0.5,0.1,2.4,9.8,3.30847896440129,"1"
"783",5,9,0.8,0,2.4,10,3.4,"1"
"784",5,6.5,0.5,0.1,2.4,9.8,3.30847896440129,"1"
"785",5,7.1,0.6,0,2.5,9.8,3.5,"1"
"786",5,9.9,0.3,0.4,2.3,9.5,3.2,"1"
"787",5,9.9,0.3,0.4,2.3,9.5,3.2,"1"
"788",6,10,0.6,0.2,2.2,10.1,3.2,"1"
"789",6,10,0.6,0.2,2.2,10.1,3.2,"1"
"790",5,8.6,0.6,0.2,2.9,9.3,3.1,"1"
"791",6,7.4,0.4,0.4,2.6,9.7,3.3,"1"
"792",5,8.8,0.6,0.2,2.9,9.6,3.2,"1"
"793",6,7.1,0.6,0,2.5,9.7,3.5,"1"
"794",5,7.7,0.6,0,2.6,10.8,3.4,"1"
"795",6,10.1,0.3,0.5,2.3,12.5,3.2,"1"
"796",5,10.8,0.506631648063034,0.3,2.6,10.2,3,"1"
"797",5,8.7,0.5,0.3,2.5,9.6,3.1,"1"
"798",7,9.3,0.4,0.4,1.6,10.8,3.2,"1"
"799",6,9.4,0.5,0.3,2.13642908567315,10.7,3.3,"1"
"800",6,9.4,0.5,0.3,2.13642908567315,10.7,3.3,"1"
"801",5,7.2,0.6,0.1,2.13642908567315,9.4,3.2,"1"
"802",5,8.6,0.6,0.1,2.13642908567315,10,3.2,"1"
"803",7,5.1,0.6,0,1.7,12.9,3.6,"1"
"804",6,7.7,0.6,0.1,2.5,9.6,3.2,"1"
"805",6,8.4,0.5,0.2,2.7,9.9,3.3,"1"
"806",7,8.2,0.3,0.4,2.4,12.8,3.3,"1"
"807",7,8.4,0.2,0.4,2,12.5,3.3,"1"
"808",7,8.2,0.3,0.4,2.4,12.8,3.3,"1"
"809",5,7.4,0.5,0.1,1.9,9.2,3.3,"1"
"810",6,7.6,0.5,0.3,2.8,10.3,3.2,"1"
"811",5,7.3,0.5,0.1,2.6,10.5,3.3,"1"
"812",6,8.08862590401052,0.5,0.6,2.8,10.9,3.1,"1"
"813",5,10.8,0.4,0.3,2.5,10.8,3.2,"1"
"814",4,6.9,0.4,0.2,2.1,11.4,3.4,"0"
"815",6,8.08862590401052,0.4,0.5,2.8,11.3,3.2,"1"
"816",5,10.8,0.4,0.3,2.5,10.8,3.2,"1"
"817",6,9.8,0.5,0.2,2.13642908567315,10.5,3.2,"1"
"818",6,10.8,0.3,0.4,1.6,11.9,3.3,"1"
"819",5,7.1,0.7,0,2.4,9.4,3.3,"1"
"820",5,9.1,0.7,0.1,2.13642908567315,9.6,3.3,"1"
"821",5,7,0.7,0,1.9,9.7,3.3,"1"
"822",7,4.9,0.4,0,2.1,10.3794676806084,3.30847896440129,"1"
"823",5,6.7,0.5,0.1,2,9.8,3.6,"1"
"824",5,6.7,0.5,0.1,2,9.8,3.6,"1"
"825",5,7.1,0.5,0.3,2.8,10.3,3.2,"1"
"826",5,7.1,0.5,0.1,2.8,10.7,3.4,"1"
"827",7,7.5,0.3,0.3,2.3,11,3.4,"1"
"828",5,7.1,0.5,0.1,2.8,10.7,3.4,"1"
"829",8,7.8,0.6,0.1,2.3,12.7,3.5,"1"
"830",6,5.9,0.6,0.1,2.1,11.1,3.6,"1"
"831",4,7.5,0.7,0.1,2.5,10.9,3.4,"0"
"832",6,5.9,0.6,0.1,2.1,11.1,3.6,"1"
"833",3,10.4,0.4,0.4,1.5,9.9,3.4,"0"
"834",4,11.6,0.5,0.4,1.6,9.9,3.4,"0"
"835",5,8.8,0.7,0.3,1.6,9.4,3.3,"1"
